callset_order,sample_id,conc (ng/ul),sequencing_date,sampleset_id,fastq_1_path,fastq_2_path,bam_path,vcf_path,legacy_id,country,location,admin1_name,latitude,longitude,sequencing_qc_pass,data_qc_pass,analysis_pop,pop_code,SuperPopulation,collection_method,collection_date,reference,note
171,C1aSud167,,31/03/2023,sud.yem.cohort_20231203,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/raw_reads/all_raw_reads/C1aSud167/C1aSud167_EKDN220046407-1A_HTY77DSX5_L3_1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/raw_reads/all_raw_reads/C1aSud167/C1aSud167_EKDN220046407-1A_HTY77DSX5_L3_2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/gvcf/C1aSud167_EKDN220046407-1A_HTY77DSX5_L3.bam,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/gvcf/C1aSud167.rh.g.vcf.gz,C1aSud167,Sudan,Arkaweet,Khartoum,15.5373164,32.6010626,1,1,Sudan,SUD,Horn of Africa & Yemen,Prokopack,28/07/2022,,
172,C1aSud168,,07/07/2023,sud.pak.20230841,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/C1aSud168_EKDN230027272-1A_HHGLMDSX7_L3_1.fq.gz,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/C1aSud168_EKDN230027272-1A_HHGLMDSX7_L3_2.fq.gz,~/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/C1aSud168_EKDN230027272-1A_HHGLMDSX7_L3.bam,/home/dennist/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/C1aSud168_EKDN230027272-1A_HHGLMDSX7_L3.g.vcf.gz,C1aSud168,Sudan,Arkaweet,Khartoum,15.5373164,32.6010626,1,1,Sudan,SUD,Horn of Africa & Yemen,Prokopack,28/07/2022,,
173,C1aSud171,,08/07/2023,sud.pak.20230842,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/C1aSud171_EKDN230027273-1A_HHGLMDSX7_L3_1.fq.gz,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/C1aSud171_EKDN230027273-1A_HHGLMDSX7_L3_2.fq.gz,~/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/C1aSud171_EKDN230027273-1A_HHGLMDSX7_L3.bam,/home/dennist/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/C1aSud171_EKDN230027273-1A_HHGLMDSX7_L3.g.vcf.gz,C1aSud171,Sudan,Arkaweet,Khartoum,15.5373164,32.6010626,1,1,Sudan,SUD,Horn of Africa & Yemen,Prokopack,28/07/2022,,
174,C1aSud173,,31/03/2023,sud.yem.cohort_20231203,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/raw_reads/all_raw_reads/C1aSud173/C1aSud173.1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/raw_reads/all_raw_reads/C1aSud173/C1aSud173.2.fq.gz,NA,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/gvcf/C1aSud173.rh.g.vcf.gz,C1aSud173,Sudan,Arkaweet,Khartoum,15.5373164,32.6010626,1,1,Sudan,SUD,Horn of Africa & Yemen,Prokopack,28/07/2022,,
175,C1aSud174,,31/03/2023,sud.yem.cohort_20231203,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/raw_reads/all_raw_reads/C1aSud174/C1aSud174.1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/raw_reads/all_raw_reads/C1aSud174/C1aSud174.2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/gvcf/C1aSud174.bam,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/gvcf/C1aSud174.rh.g.vcf.gz,C1aSud174,Sudan,Arkaweet,Khartoum,15.5373164,32.6010626,1,1,Sudan,SUD,Horn of Africa & Yemen,Prokopack,28/07/2022,,
176,C1aSud175,,31/03/2023,sud.yem.cohort_20231203,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/raw_reads/all_raw_reads/C1aSud175/C1aSud175.1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/raw_reads/all_raw_reads/C1aSud175/C1aSud175.2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/gvcf/C1aSud175.bam,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/gvcf/C1aSud175.rh.g.vcf.gz,C1aSud175,Sudan,Arkaweet,Khartoum,15.5373164,32.6010626,1,1,Sudan,SUD,Horn of Africa & Yemen,Prokopack,28/07/2022,,
177,C1aSud176,,31/03/2023,sud.yem.cohort_20231203,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/raw_reads/all_raw_reads/C1aSud176/C1aSud176_EKDN220046414-1A_HTY77DSX5_L3_1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/raw_reads/all_raw_reads/C1aSud176/C1aSud176_EKDN220046414-1A_HTY77DSX5_L3_2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/gvcf/C1aSud176_EKDN220046414-1A_HTY77DSX5_L3.bam,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/gvcf/C1aSud176.rh.g.vcf.gz,C1aSud176,Sudan,Agaja,Northern,19.1882189,30.4786908,1,1,Sudan,SUD,Horn of Africa & Yemen,Prokopack,23/07/2022,,
178,C1aSud177,,31/03/2023,sud.yem.cohort_20231203,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/raw_reads/all_raw_reads/C1aSud177/C1aSud177_EKDN220046415-1A_HTY77DSX5_L3_1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/raw_reads/all_raw_reads/C1aSud177/C1aSud177_EKDN220046415-1A_HTY77DSX5_L3_2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/gvcf/C1aSud177_EKDN220046415-1A_HTY77DSX5_L3.bam,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/gvcf/C1aSud177.rh.g.vcf.gz,C1aSud177,Sudan,Agaja,Northern,19.1882189,30.4786908,1,1,Sudan,SUD,Horn of Africa & Yemen,Prokopack,23/07/2022,,
179,C1aSud178,,31/03/2023,sud.yem.cohort_20231203,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/raw_reads/all_raw_reads/C1aSud178/C1aSud178.1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/raw_reads/all_raw_reads/C1aSud178/C1aSud178.2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/gvcf/C1aSud178.bam,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/gvcf/C1aSud178.rh.g.vcf.gz,C1aSud178,Sudan,Agaja,Northern,19.1882189,30.4786908,1,1,Sudan,SUD,Horn of Africa & Yemen,Prokopack,23/07/2022,,
180,C1aSud179,,31/03/2023,sud.yem.cohort_20231203,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/raw_reads/all_raw_reads/C1aSud179/C1aSud179_EKDN220046417-1A_HTY77DSX5_L3_1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/raw_reads/all_raw_reads/C1aSud179/C1aSud179_EKDN220046417-1A_HTY77DSX5_L3_2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/gvcf/C1aSud179_EKDN220046417-1A_HTY77DSX5_L3.bam,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/gvcf/C1aSud179.rh.g.vcf.gz,C1aSud179,Sudan,Agaja,Northern,19.1882189,30.4786908,1,1,Sudan,SUD,Horn of Africa & Yemen,Prokopack,23/07/2022,,
181,C1aSud181,,31/03/2023,sud.yem.cohort_20231203,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/raw_reads/all_raw_reads/C1aSud181/C1aSud181.1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/raw_reads/all_raw_reads/C1aSud181/C1aSud181.2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/gvcf/C1aSud181.bam,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/gvcf/C1aSud181.rh.g.vcf.gz,C1aSud181,Sudan,Agaja,Northern,19.1882189,30.4786908,1,1,Sudan,SUD,Horn of Africa & Yemen,Prokopack,23/07/2022,,
182,C1aSud182,,31/03/2023,sud.yem.cohort_20231203,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/raw_reads/all_raw_reads/C1aSud182/C1aSud182_EKDN220046420-1A_HTY77DSX5_L3_1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/raw_reads/all_raw_reads/C1aSud182/C1aSud182_EKDN220046420-1A_HTY77DSX5_L3_2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/gvcf/C1aSud182_EKDN220046420-1A_HTY77DSX5_L3.bam,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/gvcf/C1aSud182.rh.g.vcf.gz,C1aSud182,Sudan,PortSudan,RedSea,19.6387626,37.1906463,1,1,Sudan,SUD,Horn of Africa & Yemen,Prokopack,05/02/2023,,
183,C1aSud184,,31/03/2023,sud.yem.cohort_20231203,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/raw_reads/all_raw_reads/C1aSud184/C1aSud184.1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/raw_reads/all_raw_reads/C1aSud184/C1aSud184.2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/gvcf/C1aSud184.bam,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/gvcf/C1aSud184.rh.g.vcf.gz,C1aSud184,Sudan,PortSudan,RedSea,19.6387626,37.1906463,1,1,Sudan,SUD,Horn of Africa & Yemen,Prokopack,05/02/2023,,
184,C1aSud185,,31/03/2023,sud.yem.cohort_20231203,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/raw_reads/all_raw_reads/C1aSud185/C1aSud185.1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/raw_reads/all_raw_reads/C1aSud185/C1aSud185.2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/gvcf/C1aSud185.bam,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/gvcf/C1aSud185.rh.g.vcf.gz,C1aSud185,Sudan,PortSudan,RedSea,19.6387626,37.1906463,1,1,Sudan,SUD,Horn of Africa & Yemen,Prokopack,05/02/2023,,
185,C1aSud186,,27/06/2023,sud.pak.20230831,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/C1aSud186_EKDN230027274-1A_HHGLMDSX7_L3_1.fq.gz,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/C1aSud186_EKDN230027274-1A_HHGLMDSX7_L3_2.fq.gz,~/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/C1aSud186_EKDN230027274-1A_HHGLMDSX7_L3.bam,/home/dennist/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/C1aSud186_EKDN230027274-1A_HHGLMDSX7_L3.g.vcf.gz,C1aSud186,Sudan,PortSudan,RedSea,19.6387626,37.1906463,1,1,Sudan,SUD,Horn of Africa & Yemen,PSC,05/02/2023,,
186,C1aSud187,,31/03/2023,sud.yem.cohort_20231203,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/raw_reads/all_raw_reads/C1aSud187/C1aSud187.1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/raw_reads/all_raw_reads/C1aSud187/C1aSud187.2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/gvcf/C1aSud187.bam,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/gvcf/C1aSud187.rh.g.vcf.gz,C1aSud187,Sudan,PortSudan,RedSea,19.6387626,37.1906463,1,1,Sudan,SUD,Horn of Africa & Yemen,Prokopack,05/02/2023,,
187,C1aSud188,,31/03/2023,sud.yem.cohort_20231203,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/raw_reads/all_raw_reads/C1aSud188/C1aSud188.1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/raw_reads/all_raw_reads/C1aSud188/C1aSud188.2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/gvcf/C1aSud188.bam,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/gvcf/C1aSud188.rh.g.vcf.gz,C1aSud188,Sudan,PortSudan,RedSea,19.6387626,37.1906463,1,1,Sudan,SUD,Horn of Africa & Yemen,Prokopack,05/02/2023,,
188,C1aSud190,,31/03/2023,sud.yem.cohort_20231203,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/raw_reads/all_raw_reads/C1aSud190/C1aSud190_EKDN220046427-1A_HTY77DSX5_L3_1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/raw_reads/all_raw_reads/C1aSud190/C1aSud190_EKDN220046427-1A_HTY77DSX5_L3_2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/gvcf/C1aSud190_EKDN220046427-1A_HTY77DSX5_L3.bam,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/gvcf/C1aSud190.rh.g.vcf.gz,C1aSud190,Sudan,PortSudan,RedSea,19.6387626,37.1906463,1,1,Sudan,SUD,Horn of Africa & Yemen,Prokopack,05/02/2023,,
189,C1aSud191,,27/06/2023,sud.pak.20230831,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/C1aSud191_EKDN230027275-1A_HKTCHDSX7_L1_1.fq.gz,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/C1aSud191_EKDN230027275-1A_HKTCHDSX7_L1_2.fq.gz,~/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/C1aSud191_EKDN230027275-1A_HKTCHDSX7_L1.bam,/home/dennist/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/C1aSud191_EKDN230027275-1A_HKTCHDSX7_L1.g.vcf.gz,C1aSud191,Sudan,PortSudan,RedSea,19.6387626,37.1906463,1,1,Sudan,SUD,Horn of Africa & Yemen,PSC,05/02/2023,,
190,C1aSud193,,31/03/2023,sud.yem.cohort_20231203,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/raw_reads/all_raw_reads/C1aSud193/C1aSud193_EKDN220046429-1A_HTY77DSX5_L3_1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/raw_reads/all_raw_reads/C1aSud193/C1aSud193_EKDN220046429-1A_HTY77DSX5_L3_2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/gvcf/C1aSud193_EKDN220046429-1A_HTY77DSX5_L3.bam,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/gvcf/C1aSud193.rh.g.vcf.gz,C1aSud193,Sudan,PortSudan,RedSea,19.6387626,37.1906463,1,1,Sudan,SUD,Horn of Africa & Yemen,Prokopack,05/02/2023,,
191,C1aSud195,,31/03/2023,sud.yem.cohort_20231203,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/raw_reads/all_raw_reads/C1aSud195/C1aSud195_EKDN220046431-1A_HTY77DSX5_L3_1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/raw_reads/all_raw_reads/C1aSud195/C1aSud195_EKDN220046431-1A_HTY77DSX5_L3_2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/gvcf/C1aSud195_EKDN220046431-1A_HTY77DSX5_L3.bam,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/gvcf/C1aSud195.rh.g.vcf.gz,C1aSud195,Sudan,PortSudan,RedSea,19.6387626,37.1906463,1,1,Sudan,SUD,Horn of Africa & Yemen,Prokopack,05/02/2023,,
192,C1aSud196,,31/03/2023,sud.yem.cohort_20231203,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/raw_reads/all_raw_reads/C1aSud196/C1aSud196_EKDN220046432-1A_HLN73DSX5_L3_1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/raw_reads/all_raw_reads/C1aSud196/C1aSud196_EKDN220046432-1A_HLN73DSX5_L3_2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/gvcf/C1aSud196_EKDN220046432-1A_HLN73DSX5_L3.bam,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/gvcf/C1aSud196.rh.g.vcf.gz,C1aSud196,Sudan,PortSudan,RedSea,19.6387626,37.1906463,1,1,Sudan,SUD,Horn of Africa & Yemen,Prokopack,05/02/2023,,
193,C1aSud198,,31/03/2023,sud.yem.cohort_20231203,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/raw_reads/all_raw_reads/C1aSud198/C1aSud198.1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/raw_reads/all_raw_reads/C1aSud198/C1aSud198.2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/gvcf/C1aSud198.bam,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/gvcf/C1aSud198.rh.g.vcf.gz,C1aSud198,Sudan,PortSudan,RedSea,19.6387626,37.1906463,1,1,Sudan,SUD,Horn of Africa & Yemen,Prokopack,05/02/2023,,
194,C1aSud199,,27/06/2023,sud.pak.20230831,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/C1aSud199_EKDN230027276-1A_HKTCHDSX7_L1_1.fq.gz,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/C1aSud199_EKDN230027276-1A_HKTCHDSX7_L1_2.fq.gz,~/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/C1aSud199_EKDN230027276-1A_HKTCHDSX7_L1.bam,/home/dennist/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/C1aSud199_EKDN230027276-1A_HKTCHDSX7_L1.g.vcf.gz,C1aSud199,Sudan,ElSalamaniaWest,Khartoum,15.3840372,32.4500117,1,1,Sudan,SUD,Horn of Africa & Yemen,Prokopack,24/07/2022,,
195,C1aSud200,,27/06/2023,sud.pak.20230831,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/C1aSud200_EKDN230027277-1A_HKTCHDSX7_L1_1.fq.gz,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/C1aSud200_EKDN230027277-1A_HKTCHDSX7_L1_2.fq.gz,~/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/C1aSud200_EKDN230027277-1A_HKTCHDSX7_L1.bam,/home/dennist/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/C1aSud200_EKDN230027277-1A_HKTCHDSX7_L1.g.vcf.gz,C1aSud200,Sudan,ElSalamaniaWest,Khartoum,15.3840372,32.4500117,1,1,Sudan,SUD,Horn of Africa & Yemen,Prokopack,25/07/2022,,
196,C1aSud201,,27/06/2023,sud.pak.20230831,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/C1aSud201_EKDN230027278-1A_HHGLMDSX7_L3_1.fq.gz,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/C1aSud201_EKDN230027278-1A_HHGLMDSX7_L3_2.fq.gz,~/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/C1aSud201_EKDN230027278-1A_HHGLMDSX7_L3.bam,/home/dennist/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/C1aSud201_EKDN230027278-1A_HHGLMDSX7_L3.g.vcf.gz,C1aSud201,Sudan,ElSalamaniaWest,Khartoum,15.3840372,32.4500117,1,1,Sudan,SUD,Horn of Africa & Yemen,Prokopack,26/07/2022,,
197,C1aSud202,,31/03/2023,sud.yem.cohort_20231203,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/raw_reads/all_raw_reads/C1aSud202/C1aSud202.1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/raw_reads/all_raw_reads/C1aSud202/C1aSud202.2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/gvcf/C1aSud202.bam,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/gvcf/C1aSud202.rh.g.vcf.gz,C1aSud202,Sudan,ElSalamaniaWest,Khartoum,15.3840372,32.4500117,1,1,Sudan,SUD,Horn of Africa & Yemen,Prokopack,23/07/2022,,
198,C1aSud203,,27/06/2023,sud.pak.20230831,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/C1aSud203_EKDN230027279-1A_HHGLMDSX7_L3_1.fq.gz,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/C1aSud203_EKDN230027279-1A_HHGLMDSX7_L3_2.fq.gz,~/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/C1aSud203_EKDN230027279-1A_HHGLMDSX7_L3.bam,/home/dennist/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/C1aSud203_EKDN230027279-1A_HHGLMDSX7_L3.g.vcf.gz,C1aSud203,Sudan,ElSalamaniaWest,Khartoum,15.3840372,32.4500117,1,1,Sudan,SUD,Horn of Africa & Yemen,Prokopack,27/07/2022,,
199,C1aSud204,,27/06/2023,sud.pak.20230831,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/C1aSud204_EKDN230027280-1A_HHGLMDSX7_L3_1.fq.gz,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/C1aSud204_EKDN230027280-1A_HHGLMDSX7_L3_2.fq.gz,~/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/C1aSud204_EKDN230027280-1A_HHGLMDSX7_L3.bam,/home/dennist/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/C1aSud204_EKDN230027280-1A_HHGLMDSX7_L3.g.vcf.gz,C1aSud204,Sudan,ElSalamaniaWest,Khartoum,15.3840372,32.4500117,1,1,Sudan,SUD,Horn of Africa & Yemen,Prokopack,28/07/2022,,
200,C1aSud205,,31/03/2023,sud.yem.cohort_20231203,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/raw_reads/all_raw_reads/C1aSud205/C1aSud205.1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/raw_reads/all_raw_reads/C1aSud205/C1aSud205.2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/gvcf/C1aSud205.bam,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/gvcf/C1aSud205.rh.g.vcf.gz,C1aSud205,Sudan,ElSalamaniaWest,Khartoum,15.3840372,32.4500117,1,1,Sudan,SUD,Horn of Africa & Yemen,Prokopack,23/07/2022,,
201,C1aSud206,,31/03/2023,sud.yem.cohort_20231203,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/raw_reads/all_raw_reads/C1aSud206/C1aSud206.1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/raw_reads/all_raw_reads/C1aSud206/C1aSud206.2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/gvcf/C1aSud206.bam,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/gvcf/C1aSud206.rh.g.vcf.gz,C1aSud206,Sudan,ElSalamaniaWest,Khartoum,15.3840372,32.4500117,1,1,Sudan,SUD,Horn of Africa & Yemen,Prokopack,23/07/2022,,
202,C1aSud207,,31/03/2023,sud.yem.cohort_20231203,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/raw_reads/all_raw_reads/C1aSud207/C1aSud207.1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/raw_reads/all_raw_reads/C1aSud207/C1aSud207.2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/gvcf/C1aSud207.bam,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/gvcf/C1aSud207.rh.g.vcf.gz,C1aSud207,Sudan,ElSalamaniaWest,Khartoum,15.3840372,32.4500117,1,1,Sudan,SUD,Horn of Africa & Yemen,Prokopack,23/07/2022,,
203,C1aSud208,,27/06/2023,sud.pak.20230831,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/C1aSud208_EKDN230027281-1A_HHGLMDSX7_L3_1.fq.gz,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/C1aSud208_EKDN230027281-1A_HHGLMDSX7_L3_2.fq.gz,~/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/C1aSud208_EKDN230027281-1A_HHGLMDSX7_L3.bam,/home/dennist/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/C1aSud208_EKDN230027281-1A_HHGLMDSX7_L3.g.vcf.gz,C1aSud208,Sudan,ElSalamaniaWest,Khartoum,15.3840372,32.4500117,1,1,Sudan,SUD,Horn of Africa & Yemen,Prokopack,29/07/2022,,
204,C1aSud209,,27/06/2023,sud.pak.20230831,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/C1aSud209_EKDN230027282-1A_HHGLMDSX7_L3_1.fq.gz,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/C1aSud209_EKDN230027282-1A_HHGLMDSX7_L3_2.fq.gz,~/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/C1aSud209_EKDN230027282-1A_HHGLMDSX7_L3.bam,/home/dennist/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/C1aSud209_EKDN230027282-1A_HHGLMDSX7_L3.g.vcf.gz,C1aSud209,Sudan,ElSalamaniaWest,Khartoum,15.3840372,32.4500117,1,1,Sudan,SUD,Horn of Africa & Yemen,Prokopack,30/07/2022,,
